scenario,vehicle_count,nmax,peak_rsu,peak_time_s,radius_m,ever_covered_any,num_steps,avg_concurrent_requests,RSU1_max,RSU1_peak_time_s,RSU2_max,RSU2_peak_time_s,RSU3_max,RSU3_peak_time_s,RSU4_max,RSU4_peak_time_s,RSU5_max,RSU5_peak_time_s,Cui2019_avg_latency_ms,Cui2019_throughput_mbps,Dabra2024_avg_latency_ms,Dabra2024_throughput_mbps,Cui2025_avg_latency_ms,Cui2025_throughput_mbps,Yan2025_avg_latency_ms,Yan2025_throughput_mbps,Ours_Intra_AKA_batch_avg_latency_ms,Ours_Intra_AKA_batch_throughput_mbps,Ours_Inter_AKA_batch_avg_latency_ms,Ours_Inter_AKA_batch_throughput_mbps,Ours_Intra_ReAKA_batch_avg_latency_ms,Ours_Intra_ReAKA_batch_throughput_mbps,Ours_Inter_ReAKA_batch_avg_latency_ms,Ours_Inter_ReAKA_batch_throughput_mbps,Ours_Intra_AKA_noBatch_avg_latency_ms,Ours_Intra_AKA_noBatch_throughput_mbps,Ours_Inter_AKA_noBatch_avg_latency_ms,Ours_Inter_AKA_noBatch_throughput_mbps,Ours_Intra_ReAKA_noBatch_avg_latency_ms,Ours_Intra_ReAKA_noBatch_throughput_mbps,Ours_Inter_ReAKA_noBatch_avg_latency_ms,Ours_Inter_ReAKA_noBatch_throughput_mbps
chaoyang_1000_run2.sumocfg,1000,139,RSU1,869.0,200.0,True,7449,51.756880118136,139,869.0,68,989.0,27,715.0,23,281.0,11,338.0,15.060631031816179,18.914869341691066,4.179885638340669,380.386329866270387,1.856674560477895,579.823265408524549,4.319784485299991,447.815199549501017,2.175238157605023,832.968497192347968,2.209138914082402,826.183726542183081,1.445259120418832,575.275748460106001,1.479159876896211,566.569858987368320,2.233516404618044,811.234184548361668,2.301317917572802,793.091039942425368,1.503537367431853,552.977624784853674,1.571338880386611,533.333333333333371
chaoyang_1000_run3.sumocfg,1000,129,RSU1,893.0,200.0,True,6825,52.200439560440,129,893.0,81,902.0,30,820.0,20,731.0,12,736.0,15.189701506813176,18.914869341691066,4.215707498901097,380.386329866270387,1.872586368351647,579.823265408524549,4.356805287032963,447.815199549501017,2.193880073846152,832.968497192347968,2.228071361758240,826.183726542183081,1.457645074285713,575.275748460106001,1.491836362197801,566.569858987368320,2.252657768791207,811.234184548361668,2.321040344615383,793.091039942425368,1.516422769230768,552.977624784853674,1.584805345054944,533.333333333333371
chaoyang_1000_run4.sumocfg,1000,121,RSU1,793.0,200.0,True,6668,46.024445110978,121,793.0,72,999.0,26,910.0,21,543.0,12,420.0,13.392561233953234,18.914869341691066,3.716934187162575,380.386329866270387,1.651034919466110,579.823265408524549,3.841338262297548,447.815199549501017,1.934315379124179,832.968497192347968,1.964461390671869,826.183726542183081,1.285186605278947,575.275748460106001,1.315332616826637,566.569858987368320,1.986138904319140,811.234184548361668,2.046430927414521,793.091039942425368,1.337010130473908,552.977624784853674,1.397302153569289,533.333333333333371
chaoyang_1000_run5.sumocfg,1000,127,RSU1,807.0,200.0,True,6684,48.041891083183,127,807.0,65,991.0,27,371.0,21,999.0,14,241.0,13.979613802513356,18.914869341691066,3.879863123877887,380.386329866270387,1.723406758827036,579.823265408524549,4.009720355475731,447.815199549501017,2.019104598444029,832.968497192347968,2.050572037103514,826.183726542183081,1.341521766606812,575.275748460106001,1.372989205266297,566.569858987368320,2.073199767803694,811.234184548361668,2.136134645122664,793.091039942425368,1.395616935966476,552.977624784853674,1.458551813285446,533.333333333333371
chaoyang_1000_run6.sumocfg,1000,126,RSU1,982.0,200.0,True,7130,53.105890603085,126,982.0,68,895.0,27,563.0,21,501.0,13,286.0,15.453176894810602,18.914869341691066,4.288831725105174,380.386329866270387,1.905067613604481,579.823265408524549,4.432376947405312,447.815199549501017,2.231934370266472,832.968497192347968,2.266718728611492,826.183726542183081,1.482928889200555,575.275748460106001,1.517713247545576,566.569858987368320,2.291731603085545,811.234184548361668,2.361300319775587,793.091039942425368,1.542726122019630,552.977624784853674,1.612294838709671,533.333333333333371
chaoyang_1000_run7.sumocfg,1000,119,RSU1,1046.0,200.0,True,7344,42.950435729848,119,1046.0,69,1165.0,27,195.0,21,282.0,13,153.0,12.498061392157096,18.914869341691066,3.468677189542549,380.386329866270387,1.540760980936848,579.823265408524549,3.584772217320328,447.815199549501017,1.805120912854064,832.968497192347968,1.833253448257115,826.183726542183081,1.199347967320284,575.275748460106001,1.227480502723335,566.569858987368320,1.853483103485874,811.234184548361668,1.909748174291975,793.091039942425368,1.247710157952093,552.977624784853674,1.303975228758194,533.333333333333371
chaoyang_1000_run8.sumocfg,1000,124,RSU1,936.0,200.0,True,7204,46.103275957801,124,936.0,57,1113.0,30,540.0,20,725.0,12,152.0,13.415500064408642,18.914869341691066,3.723300566352021,380.386329866270387,1.653862818434201,579.823265408524549,3.847917721265957,447.815199549501017,1.937628481954467,832.968497192347968,1.967826127706827,826.183726542183081,1.287387877845639,575.275748460106001,1.317585523597999,566.569858987368320,1.989540770682951,811.234184548361668,2.049936062187670,793.091039942425368,1.339300166574124,552.977624784853674,1.399695458078843,533.333333333333371
chaoyang_1000_run9.sumocfg,1000,134,RSU1,1053.0,200.0,True,7362,51.807389296387,134,1053.0,57,1063.0,24,392.0,22,533.0,12,507.0,15.075328596577116,18.914869341691066,4.183964759576230,380.386329866270387,1.858486476229298,579.823265408524549,4.324000132844364,447.815199549501017,2.177360957348561,832.968497192347968,2.211294797337695,826.183726542183081,1.446669538712316,575.275748460106001,1.480603378701450,566.569858987368320,2.235696077696293,811.234184548361668,2.303563757674560,793.091039942425368,1.505004659060048,552.977624784853674,1.572872339038315,533.333333333333371
chaoyang_200_run1.sumocfg,200,22,RSU1,1047.0,200.0,True,1736,8.519585253456,22,1047.0,8,614.0,10,441.0,6,595.0,7,862.0,2.479097073732689,18.914869341691066,0.688041705069116,380.386329866270387,0.305623081797231,579.823265408524549,0.711070144009208,447.815199549501017,0.358061129032254,832.968497192347968,0.363641457373268,826.183726542183081,0.237900898617509,575.275748460106001,0.243481226958522,566.569858987368320,0.367654182027645,811.234184548361668,0.378814838709673,793.091039942425368,0.247493951612900,552.977624784853674,0.258654608294928,533.333333333333371
chaoyang_200_run10.sumocfg,200,25,RSU1,1036.0,200.0,True,1860,10.167741935484,25,1036.0,8,783.0,14,201.0,8,425.0,5,829.0,2.958690890322568,18.914869341691066,0.821146838709674,380.386329866270387,0.364747406451611,579.823265408524549,0.848630245161287,447.815199549501017,0.427329858064514,832.968497192347968,0.433989729032256,826.183726542183081,0.283924025806450,575.275748460106001,0.290583896774192,566.569858987368320,0.438778735483869,811.234184548361668,0.452098477419353,793.091039942425368,0.295372903225805,552.977624784853674,0.308692645161289,533.333333333333371
